bin	observed	predicted	residual	idx	good_residual	pvals	chr	start	end
3_336	-1.0686620234965	-0.4169538617134094	-0.6517081617830907	14012	0.6517081617830907	0.040937687825702396	chr3	33503686	33603696
2_2131	-0.778970630672516	-0.047449324280023575	-0.7315213063924925	11037	0.7315213063924925	0.028608385604976413	chr2	213085201	213185240
13_485	0.847874998763745	0.005729896482080221	0.8421451022816647	5621	0.8421451022816647	0.018048915641353483	chr13	48429041	48529100
5_1655	3.9456472310263	2.4020583629608154	1.5435888680654846	16833	1.5435888680654846	0.0020845203447918785	chr5	165413233	165513240
7_1450	2.78923339543394	2.00947904586792	0.7797543495660202	19125	0.7797543495660202	0.02328428387553885	chr7	144934777	145034800
11_954	1.02917123000224	0.3189765512943268	0.7101946787079132	4068	0.7101946787079132	0.031415581119154594	chr11	95303813	95403816
8_1193	0.907961574551328	0.08094175159931183	0.8270198229520161	20165	0.8270198229520161	0.019175702212477153	chr8	119251257	119351299
16_303	4.9470342171515	2.079961061477661	2.8670731556738387	7700	2.8670731556738387	0.00020799683845812027	chr16	30218121	30318180
12_278	0.47274905824092	-0.1696210354566574	0.6423700936975774	4597	0.6423700936975774	0.04275135821238336	chr12	27710527	27810564
1_987	1.88858867185018	0.6816675066947937	1.2069211651553864	1746	1.2069211651553864	0.005124163757329731	chr1	98619721	98719740
8_883	2.34601144782582	1.4471063613891602	0.8989050864366597	21117	0.8989050864366597	0.014474600926271793	chr8	88237927	88337969
21_293	1.81949677142363	0.939733624458313	0.8797631469653171	12503	0.8797631469653171	0.015575215798815533	chr21	29218105	29318166
17_136	1.54200867985756	0.8273308277130127	0.7146778521445474	8258	0.7146778521445474	0.030799439255536246	chr17	13515796	13615912
4_927	-0.49804430199789	0.14462022483348846	-0.6426645268313784	16258	0.6426645268313784	0.042692773047359564	chr4	92625929	92725956
13_611	1.48553937026911	0.8254093527793884	0.6601300174897216	5704	0.6601300174897216	0.039377987094783067	chr13	61036601	61136660
4_1013	1.15101863261939	0.28173893690109253	0.8692796957182976	14616	0.8692796957182976	0.0162209748324689	chr4	101228337	101328364
18_481	-1.26199566633856	-0.6112909913063049	-0.6507046750322552	9191	0.6507046750322552	0.041128260342293464	chr18	48047521	48147619
16_166	2.69800173094246	1.4659727811813354	1.2320289497611245	7549	1.2320289497611245	0.004756543285918503	chr16	16509901	16609960
2_874	4.78681889311759	2.823930025100708	1.962888868016882	12000	1.962888868016882	0.000854772168972238	chr2	87334921	87434960
12_1276	-1.48495109467979	-0.6605687737464905	-0.8243823209332994	4395	0.8243823209332994	0.01938076129721764	chr12	127548451	127648488
8_870	-0.902365106396607	-0.19204382598400116	-0.7103212804126059	21103	0.7103212804126059	0.031397983786240355	chr8	86937368	87037410
16_623	1.720746504752	0.9228136539459229	0.7979328508060772	7922	0.7979328508060772	0.021589936802171892	chr16	62237321	62337380
7_623	-4.49351013539853	-2.0045275688171387	-2.4889825665813916	19627	2.4889825665813916	0.00035258318476196133	chr7	62214929	62314952
11_1238	3.18292290812707	1.9721400737762451	1.210782834350825	3138	1.210782834350825	0.005065380824670302	chr11	123704949	123804952
2_1371	-0.584966911294211	0.04564089700579643	-0.6306078083000074	10283	0.6306078083000074	0.045169391398766946	chr2	137054801	137154840
4_1669	1.05035481469671	0.313595175743103	0.7367596389536071	15303	0.7367596389536071	0.02796486348564955	chr4	166846705	166946732
15_267	1.62670242180224	0.8721227645874023	0.7545796572148376	6848	0.7545796572148376	0.025900473173245137	chr15	26607981	26708010
10_827	-0.878464424458996	-0.1633467674255371	-0.7151176570334589	2717	0.7151176570334589	0.0307397647999022	chr10	82620651	82720675
18_262	3.95561548385923	2.0814931392669678	1.8741223445922621	8977	1.8741223445922621	0.0010154215169639906	chr18	26125840	26225938
10_1006	2.40106429717287	1.695715069770813	0.7053492274020572	1765	0.7053492274020572	0.03209788811747294	chr10	100525126	100625150
5_1292	-0.182153772120835	0.48687314987182617	-0.6690269219926612	16450	0.6690269219926612	0.037804704705841276	chr5	129110329	129210336
11_976	2.41951413406235	1.7849229574203491	0.6345911766420009	4089	0.6345911766420009	0.04433328575409344	chr11	97503901	97603904
3_1859	-1.28650041921801	-0.6730283498764038	-0.6134720693416063	13770	0.6134720693416063	0.0489788535062136	chr3	185820439	185920449
4_1805	2.57570095317432	1.940588355064392	0.6351125981099277	15453	0.6351125981099277	0.04422516371902908	chr4	180450513	180550540
12_793	1.24898142387551	0.25194987654685974	0.9970315473286502	5099	0.9970315473286502	0.010115309892261464	chr12	79230097	79330134
7_810	1.71400684452684	0.7131778001785278	1.000829044348312	19802	1.000829044348312	0.00998157343279046	chr7	80919417	81019440
4_1628	2.41125225989215	1.6312603950500488	0.7799918648421014	15261	0.7799918648421014	0.023261142823347604	chr4	162745557	162845584
9_1213	-1.00015315537883	-0.32239124178886414	-0.677761913589966	21440	0.677761913589966	0.036330779844557105	chr9	121210909	121310917
18_537	1.02120557205942	0.24147720634937286	0.7797283657100471	9248	0.7797283657100471	0.023286817143212263	chr18	53653065	53753163
2_694	-1.36978709882244	-0.7131341695785522	-0.6566529292438879	11807	0.6566529292438879	0.04001343249844059	chr2	69327721	69427760
8_144	2.50801286895403	1.4404857158660889	1.067527153087941	20424	1.067527153087941	0.00795139658411841	chr8	14306150	14406192
20_118	1.32943595510248	0.2225549966096878	1.106880958492792	12083	1.106880958492792	0.006990800577135842	chr20	11704681	11804720
7_1453	3.27453038209431	2.029118537902832	1.2454118441914779	19128	1.2454118441914779	0.0045739835121016694	chr7	145234849	145334872
16_612	-0.135478537545093	0.8026357889175415	-0.9381143264626345	7910	0.9381143264626345	0.012500868126435598	chr16	61136661	61236720
10_306	1.61943828160932	0.3138967454433441	1.305541536165976	2317	1.305541536165976	0.0038536934697501494	chr10	30507626	30607650
18_233	1.49285172405199	0.7372700572013855	0.7555816668506046	8945	0.7555816668506046	0.02578986437862604	chr18	23222969	23323067
2_754	-1.34369771271031	-0.6433185338973999	-0.7003791788129101	11868	0.7003791788129101	0.032815904826542376	chr2	75330121	75430160
11_236	2.44615264049613	1.7135907411575317	0.7325618993385983	3358	0.7325618993385983	0.02847916749118387	chr11	23500941	23600944
11_498	5.16559174039031	3.2949323654174805	1.8706593749728295	3640	1.8706593749728295	0.0010224307450433596	chr11	49701989	49801992
11_909	2.67621188424871	1.809760332107544	0.8664515521411662	4020	0.8664515521411662	0.016400702755967715	chr11	90803633	90903636
21_264	1.48480485470734	0.7937967777252197	0.6910080769821203	12475	0.6910080769821203	0.03422165837687969	chr21	26316307	26416368
9_1228	-1.15872104725626	-0.4262945353984833	-0.7324265118577766	21456	0.7324265118577766	0.028495940441590675	chr9	122711044	122811052
20_357	0.581047096829106	-0.061801545321941376	0.6428486421510474	12282	0.6428486421510474	0.04265618559058506	chr20	35614241	35714280
5_847	2.99281525406284	1.9318535327911377	1.0609617212717022	17472	1.0609617212717022	0.008127142899364552	chr5	84606769	84706776
11_100	0.992303314340701	0.21749915182590485	0.7748041625147961	2891	0.7748041625147961	0.023772891014272417	chr11	9900397	10000400
4_1658	-0.82574684069778	-0.034982677549123764	-0.7907641631486563	15291	0.7907641631486563	0.022239893364656843	chr4	165746397	165846424
4_1557	-1.57635571612793	-0.854045033454895	-0.722310682673035	15188	0.722310682673035	0.029782860972894842	chr4	155643569	155743596
2_1757	0.845768945371225	-0.13354286551475525	0.9793118108859803	10674	0.9793118108859803	0.010769175013087851	chr2	175670241	175770280
14_283	2.57369398896783	1.8785094022750854	0.6951845866927444	6109	0.6951845866927444	0.03358659621252589	chr14	28212973	28313018
4_458	2.96867737577729	1.9554787874221802	1.01319858835511	15797	1.01319858835511	0.009560737148663538	chr4	45712797	45812824
2_1398	2.02931171177866	1.2214972972869873	0.8078144144916726	10310	0.8078144144916726	0.020730901493825213	chr2	139755881	139855920
18_416	-0.466015164683672	0.18755538761615753	-0.6535705522998295	9129	0.6535705522998295	0.04058670350728424	chr18	41541086	41641184
9_246	2.5672171824913	1.768402338027954	0.798814844463346	21611	0.798814844463346	0.0215115505562417	chr9	24502206	24602214
2_632	1.78797555552485	0.3243491053581238	1.4636264501667262	11739	1.4636264501667262	0.002535831349215226	chr2	63125241	63225280
9_1208	-1.02026366440769	-0.2708415985107422	-0.7494220658969477	21434	0.7494220658969477	0.026478798041922456	chr9	120710864	120810872
4_635	-0.396037655399441	0.47740936279296875	-0.8734470181924098	15954	0.8734470181924098	0.01596046531051959	chr4	63417753	63517780
10_493	6.15024081670268	3.041440486907959	3.108800329794721	2460	3.108800329794721	0.00015378932726540733	chr10	49212301	49312325
17_521	2.63888580235393	1.8277496099472046	0.8111361924067255	8559	0.8111361924067255	0.02045137362572462	chr17	52060841	52160957
8_23	7.13616228649365	2.7303478717803955	4.405814414713254	20524	4.405814414713254	4.199455096614372e-05	chr8	2200947	2300989
7_1461	1.53469148366439	0.7564607262611389	0.778230757403251	19135	0.778230757403251	0.023433382308405453	chr7	146035041	146135064
18_640	-0.338038015825025	0.6837319135665894	-1.0217699293916143	9359	1.0217699293916143	0.009281857976742481	chr18	63963262	64063360
15_539	-0.881741893597811	-0.2558959126472473	-0.6258459809505637	7090	0.6258459809505637	0.046192787963944756	chr15	53816141	53916170
1_960	-1.66023212901975	-0.5157914161682129	-1.144440712851537	1717	1.144440712851537	0.006204359195372487	chr1	95919181	96019200
5_191	2.56155314039018	1.5638132095336914	0.9977399308564885	16995	0.9977399308564885	0.010090196798526711	chr5	19001521	19101528
8_1299	0.851835475026398	0.06835483759641647	0.7834806374299815	20275	0.7834806374299815	0.022924376174208554	chr8	129855815	129955857
8_1061	1.76008863552651	0.9862217307090759	0.773866904817434	20020	0.773866904817434	0.02386677476317458	chr8	106045581	106145623
7_837	1.200406484725	0.5677480101585388	0.6326584745664612	19831	0.6326584745664612	0.04473671392703503	chr7	83620065	83720088
8_331	-0.641714129843103	-0.029385020956397057	-0.612329108886706	20624	0.612329108886706	0.04924575841901449	chr8	33014191	33114233
6_1036	-0.296603964354128	0.39759984612464905	-0.6942038104787771	17665	0.6942038104787771	0.033734479479830326	chr6	103508281	103608288
11_371	2.73851518140436	1.9580600261688232	0.7804551552355368	3505	0.7804551552355368	0.02321608351534552	chr11	37001481	37101484
12_140	1.26527030064162	0.43777358531951904	0.8274967153221009	4457	0.8274967153221009	0.019138904179232166	chr12	13905283	14005320
11_49	-0.440275706258641	0.21383000910282135	-0.6541057153614623	3632	0.6541057153614623	0.040486492720936774	chr11	4800193	4900196
6_820	-0.0989751411340321	0.7165441513061523	-0.8155192924401844	18649	0.8155192924401844	0.020089424919273353	chr6	81906553	82006560
12_808	1.64180913567609	0.5335373282432556	1.1082718074328344	5115	1.1082718074328344	0.006959552248968907	chr12	80730667	80830704
14_401	1.78897798686839	0.9726457595825195	0.8163322272858704	6219	0.8163322272858704	0.020023142420534646	chr14	40018401	40118446
6_1136	-0.394159824367474	0.3852261006832123	-0.7793859250506863	17764	0.7793859250506863	0.023320233779079987	chr6	113509081	113609088
10_1073	-0.460424033621386	0.35193443298339844	-0.8123584666047845	1838	0.8123584666047845	0.020349658838194888	chr10	107226801	107326825
4_1333	2.86826880524685	1.825823187828064	1.0424456174187862	14955	1.0424456174187862	0.008649216305622516	chr4	133237297	133337324
2_1263	1.39627192527402	0.6080867052078247	0.7881852200661954	10168	0.7881852200661954	0.022479424041663885	chr2	126250481	126350520
4_217	2.59884694196028	1.3220380544662476	1.2768088874940324	15542	1.2768088874940324	0.004178749430274881	chr4	21606049	21706076
10_111	-1.29754680796745	-0.5723971128463745	-0.7251496951210754	1879	0.7251496951210754	0.029414879783945438	chr10	11002751	11102775
4_1634	-0.213833422933479	0.4052121937274933	-0.6190456166609724	15268	0.6190456166609724	0.047700780168166486	chr4	163345725	163445752
8_1159	-0.602218324358854	0.39667707681655884	-0.9988954011754129	20127	0.9988954011754129	0.010049397760714774	chr8	115849795	115949837
6_542	2.33238746166258	1.020909070968628	1.311478390693952	18432	1.311478390693952	0.0037905060946163338	chr6	54104329	54204336
4_944	1.60675976382887	0.9884048104286194	0.6183549534002506	16275	0.6183549534002506	0.04785706685061106	chr4	94326405	94426432
8_543	0.810819854662804	0.1654650866985321	0.6453547679642719	20781	0.6453547679642719	0.04216175071255998	chr8	54223307	54323349
3_821	1.72614467946475	0.8194278478622437	0.9067168316025063	14462	0.9067168316025063	0.01405270528714545	chr3	82009021	82109031
2_1380	1.16379512461697	0.5155597925186157	0.6482353320983543	10293	0.6482353320983543	0.04160160172189672	chr2	137955161	138055200
18_45	-1.86470283741856	-0.866777777671814	-0.997925059746746	9161	0.997925059746746	0.010083646350033995	chr18	4404357	4504455
13_691	3.10484063840572	1.9810534715652466	1.1237871668404735	5769	1.1237871668404735	0.006622406233437136	chr13	69041401	69141460
9_301	-0.431553032981801	0.5768307447433472	-1.008383777725148	21671	1.008383777725148	0.009721908256139106	chr9	30002701	30102709
2_814	1.7519201764262	1.1071518659591675	0.6447683104670325	11935	0.6447683104670325	0.042276857297071	chr2	81332521	81432560
10_553	-0.238804449246943	0.43557363748550415	-0.6743780867324471	2521	0.6743780867324471	0.036893671029007036	chr10	55213801	55313825
5_299	2.61065420941169	1.533718466758728	1.076935742652962	17108	1.076935742652962	0.0077076330931676856	chr5	29802385	29902392
13_706	2.51812718278025	1.7620328664779663	0.7560943163022835	5783	0.7560943163022835	0.02573349163165619	chr13	70542301	70642360
5_267	2.84741955663948	1.8499853610992432	0.997434195540237	17073	0.997434195540237	0.010101026114235922	chr5	26602129	26702136
4_1025	1.50490692288527	0.7171299457550049	0.7877769771302652	14626	0.7877769771302652	0.02251762359054842	chr4	102428673	102528700
4_969	-0.671932469341679	0.100850410759449	-0.7727828801011281	16302	0.7727828801011281	0.023975911893274932	chr4	96827105	96927132
13_797	1.86302729755833	0.8688299655914307	0.9941973319668993	5827	0.9941973319668993	0.010216556331422428	chr13	79647761	79747820
18_375	-0.841730693679263	-0.11526692658662796	-0.726463767092635	9084	0.726463767092635	0.029246373628557792	chr18	37437027	37537125
3_418	-0.977193992321785	-0.36078596115112305	-0.616408031170662	14091	0.616408031170662	0.04830079009766867	chr3	41704588	41804598
2_576	2.25742101407352	1.0406267642974854	1.2167942497760347	11677	1.2167942497760347	0.0049755316171480645	chr2	57523001	57623040
7_1248	2.26460211155409	1.2309191226959229	1.0336829888581671	18923	1.0336829888581671	0.008910651468824247	chr7	124729929	124829952
10_490	-4.35577670194732	-2.10951566696167	-2.2462610349856504	2459	2.2462610349856504	0.0005170684224880924	chr10	48912226	49012250
15_948	-1.29999582316379	-0.5961769819259644	-0.7038188412378257	7430	0.7038188412378257	0.032316997007024936	chr15	94728411	94828440
2_1160	2.39467567747465	1.7362619638442993	0.6584137136303507	10103	0.6584137136303507	0.03969017049822815	chr2	115946361	116046400
1_1938	-0.0299689187561557	0.6105703711509705	-0.6405392899071262	689	0.6405392899071262	0.04311773353467637	chr1	193738741	193838760
2_2128	-0.636027471220715	-0.024468425661325455	-0.6115590455593896	11033	0.6115590455593896	0.049426520828045634	chr2	212785081	212885120
8_1062	1.73728440008838	1.0807428359985352	0.6565415640898449	20021	0.6565415640898449	0.04003398045626551	chr8	106145624	106245666
4_41	1.43447190548407	0.5688758492469788	0.8655960562370912	15744	0.8655960562370912	0.016455543284584928	chr4	4001121	4101148
13_236	1.62867633755782	0.7664690613746643	0.8622072761831556	5452	0.8622072761831556	0.01667496780711398	chr13	23514101	23614160
12_212	-1.18713164309367	-0.43877753615379333	-0.7483541069398767	4532	0.7483541069398767	0.02660045739615609	chr12	21108019	21208056
14_982	-1.37606941695841	-0.6895256042480469	-0.6865438127103631	6782	0.6865438127103631	0.034916080092611025	chr14	98145127	98245172
9_771	1.93987990538395	0.9705835580825806	0.9692963473013694	21851	0.9692963473013694	0.011161668569572932	chr9	77006931	77106939
21_259	2.17185721141025	1.4103144407272339	0.761542770683016	12471	0.761542770683016	0.025143321130157593	chr21	25815997	25916058
18_274	2.22855331788581	1.502083420753479	0.7264698971323309	8989	0.7264698971323309	0.029245590236219428	chr18	27327028	27427126
11_1274	2.13415445858317	1.3707678318023682	0.763386626780802	3178	0.763386626780802	0.02494725210128516	chr11	127305093	127405096
12_846	1.86139565895951	0.8767242431640625	0.9846714157954475	5157	0.9846714157954475	0.010566078957097371	chr12	84532111	84632148
5_624	-0.979244568116715	-0.30092015862464905	-0.678324409492066	17255	0.678324409492066	0.036238184047731915	chr5	62304985	62404992
13_710	-0.217783733385229	0.8589791655540466	-1.0767628989392757	5786	1.0767628989392757	0.0077120274556367685	chr13	70942541	71042600
17_124	-1.10585183962255	-0.42395660281181335	-0.6818952368107367	8246	0.6818952368107367	0.03565675204210352	chr17	12314392	12414508
13_373	1.06410517885771	0.3430323302745819	0.7210728485831281	5545	0.7210728485831281	0.029945002908187874	chr13	37222321	37322380
4_367	2.15358227521281	1.0368282794952393	1.1167539957175707	15701	1.1167539957175707	0.006772673951604146	chr4	36610249	36710276
7_195	1.98139700092123	0.9896581172943115	0.9917388836269185	19296	0.9917388836269185	0.010305387105562003	chr7	19404657	19504680
15_254	-0.972511395194638	-0.24324320256710052	-0.7292681926275375	6836	0.7292681926275375	0.028890554171606034	chr15	25307591	25407620
8_169	-1.44218620684299	-0.7365577220916748	-0.7056284847513152	20460	0.7056284847513152	0.03205809476906125	chr8	16807225	16907267
4_1769	0.540682601871965	-0.09722333401441574	0.6379059358863808	15412	0.6379059358863808	0.04365108282014442	chr4	176849505	176949532
4_1638	-0.3219657126687	0.6925414204597473	-1.0145071331284474	15272	1.0145071331284474	0.009517502969504989	chr4	163745837	163845864
11_1335	2.31371018208306	1.2538750171661377	1.0598351649169224	3243	1.0598351649169224	0.008157778379777906	chr11	133405337	133505340
18_13	-0.772299770088739	-0.05753122642636299	-0.714768543662376	8872	0.714768543662376	0.030787122714971325	chr18	1201189	1301287
6_491	1.76841420717408	0.9488257765769958	0.8195884305970842	18381	0.8195884305970842	0.019760267939745127	chr6	49003921	49103928
3_218	1.06668470126097	0.3433789908885956	0.7233057103723743	13898	0.7233057103723743	0.029653274474351284	chr3	21702388	21802398
4_192	2.74103821333962	1.6323738098144531	1.1086644035251667	15515	1.1086644035251667	0.006950763013342521	chr4	19105349	19205376
12_786	1.55272645280804	0.5664294362068176	0.9862970166012224	5091	0.9862970166012224	0.010505407865231233	chr12	78529831	78629868
2_526	-0.171703769779306	0.6169187426567078	-0.7886225124360138	11625	0.7886225124360138	0.02243859222077394	chr2	52521001	52621040
14_961	1.15878785168317	0.42784029245376587	0.7309475592294041	6761	0.7309475592294041	0.028679928470570007	chr14	96044161	96144206
2_1857	3.54931064863954	2.046515941619873	1.502794707019667	10768	1.502794707019667	0.0023009040559917072	chr2	185674241	185774280
5_891	2.98656997922909	1.704587459564209	1.281982519664881	17520	1.281982519664881	0.004117766403457854	chr5	89007121	89107128
5_924	1.71399071352211	1.0258257389068604	0.6881649746152496	17554	0.6881649746152496	0.03466201658393023	chr5	92307385	92407392
3_1657	2.99244217175567	1.7987107038497925	1.1937314679058777	13562	1.1937314679058777	0.005331436688592714	chr3	165618217	165718227
18_661	1.32283231429865	0.5441498160362244	0.7786824982624256	9382	0.7786824982624256	0.023389056503351248	chr18	66065341	66165439
5_997	-0.479439497670208	0.8457012176513672	-1.325140715321575	17630	1.325140715321575	0.003649933226124713	chr5	99607969	99707976
9_320	1.97509399107551	1.2411935329437256	0.7339004581317845	21690	0.7339004581317845	0.02831396229397262	chr9	31902872	32002880
4_1653	1.64352639342917	0.7439408302307129	0.8995855631984571	15286	0.8995855631984571	0.014437243509571866	chr4	165246257	165346284
1_912	-1.05062422604522	-0.41968610882759094	-0.6309381172176292	1667	0.6309381172176292	0.04509937427809368	chr1	91118221	91218240
2_1669	1.53100474517821	0.7326911687850952	0.7983135763931148	10585	0.7983135763931148	0.021556058334203446	chr2	166866721	166966760
7_845	2.29496243739401	1.4136511087417603	0.8813113286522496	19839	0.8813113286522496	0.015482510320475271	chr7	84420257	84520280
14_541	0.881288979665552	0.0913279801607132	0.7899609995048388	6355	0.7899609995048388	0.02231416203260734	chr14	54024841	54124886
5_1624	1.68986489324299	1.0732723474502563	0.6165925457927337	16800	0.6165925457927337	0.04825853603912928	chr5	162312985	162412992
16_138	-1.58938316684436	-0.5690506100654602	-1.0203325567789	7521	1.0203325567789	0.009327920374576207	chr16	13708221	13808280
2_1153	-1.18506783884759	-0.28619104623794556	-0.8988767926096444	10095	0.8988767926096444	0.01447615676641087	chr2	115246081	115346120
9_1227	-1.03444833739667	-0.12639930844306946	-0.9080490289536005	21455	0.9080490289536005	0.013982255632977503	chr9	122611035	122711043
2_135	1.54532177218176	0.8298664689064026	0.7154553032753574	10259	0.7154553032753574	0.030694044027918883	chr2	13405361	13505400
14_847	2.69897520646052	1.7523541450500488	0.9466210614104713	6654	0.9466210614104713	0.01211691775695226	chr14	84638917	84738962
1_511	0.84032421270392	0.06468723714351654	0.7756369755604035	1242	0.7756369755604035	0.02368983868157258	chr1	51010201	51110220
1_588	1.38237107409271	0.5390386581420898	0.8433324159506201	1322	0.8433324159506201	0.017963887777241422	chr1	58711741	58811760
8_328	1.41282958271532	0.6488246321678162	0.764004950547504	20620	0.764004950547504	0.02488190950647698	chr8	32714062	32814104
5_1434	1.76941027688791	0.5999940633773804	1.1694162135105297	16596	1.1694162135105297	0.005741562630397948	chr5	143311465	143411472
5_1645	2.41913056245564	1.6225186586380005	0.7966119038176394	16822	0.7966119038176394	0.021707975274608313	chr5	164413153	164513160
8_212	-0.39237801832086	0.4067405164241791	-0.7991185347450391	20506	0.7991185347450391	0.02148463931947445	chr8	21109074	21209116
10_841	-0.475660982653592	0.14689747989177704	-0.6225584625453691	2733	0.6225584625453691	0.04691486815199801	chr10	84021001	84121025
8_318	-0.437865162479349	0.23097315430641174	-0.6688383167857608	20609	0.6688383167857608	0.03783728948630999	chr8	31713632	31813674
8_925	2.3101088671362	1.4564992189407349	0.8536096481954649	21164	0.8536096481954649	0.017247734348107967	chr8	92439733	92539775
2_2117	2.22334805331855	1.4098492860794067	0.8134987672391434	11022	0.8134987672391434	0.020255312714726238	chr2	211684641	211784680
4_1361	2.37625516763986	1.330409288406372	1.0458458792334882	14981	1.0458458792334882	0.008550315377596061	chr4	136038081	136138108
16_328	-4.40381441382915	-1.3556653261184692	-3.048149087710681	7727	3.048149087710681	0.0001655149658683815	chr16	32719621	32819680
4_368	1.74005991106376	1.0886555910110474	0.6514043200527126	15702	0.6514043200527126	0.04099528241132706	chr4	36710277	36810304
12_914	1.06813692518646	0.435230553150177	0.6329063720362831	5232	0.6329063720362831	0.04468473286058998	chr12	91334695	91434732
4_531	2.0513403491607	0.8571600914001465	1.1941802577605536	15841	1.1941802577605536	0.005324214798320124	chr4	53014841	53114868
14_809	-0.945308195933563	-0.3298727571964264	-0.6154354387371366	6616	0.6154354387371366	0.04852421545704058	chr14	80837169	80937214
18_628	2.25075954666659	1.343330979347229	0.9074285673193612	9345	0.9074285673193612	0.014015013524115568	chr18	62762074	62862172
6_586	2.78508550307891	1.9709882736206055	0.8140972294583046	18467	0.8140972294583046	0.020206007316801354	chr6	58504681	58604688
12_1302	1.28828856760568	0.5224331021308899	0.76585546547479	4421	0.76585546547479	0.024687566295421248	chr12	130149439	130249476
11_156	-0.227870373459895	0.3873937129974365	-0.6152640864573315	3270	0.6152640864573315	0.04856370108990631	chr11	15500621	15600624
10_541	0.984145981156182	0.11610765010118484	0.8680383310549972	2508	0.8680383310549972	0.016299568350938435	chr10	54013501	54113525
2_762	1.52436448021469	0.881463348865509	0.642901131349181	11877	0.642901131349181	0.042645761551588	chr2	76130441	76230480
4_1373	2.93838261845538	1.600357174873352	1.338025443582028	14994	1.338025443582028	0.003523274264041827	chr4	137238417	137338444
8_635	-0.217454658840343	0.5168120265007019	-0.7342666853410449	20878	0.7342666853410449	0.028268960121716293	chr8	63427263	63527305
4_983	3.34750688491854	1.890904188156128	1.456602696762412	16317	1.456602696762412	0.0025810887103920543	chr4	98227497	98327524
